Ticket_ID,Customer_ID,Agent_ID,Channel,Issue_Type,Priority,Status,Created_Date,Created_Hour,Resolution_Time_Hours,SLA_Target_Hours,SLA_Breached,Escalated,First_Contact_Resolved,Satisfaction_Score,Repeat_Contact,Created_Year,Created_Month,Created_Quarter,SLA_Deviation_Hours,Resolution_Speed_Tier,Time_Of_Day,Satisfaction_Tier,Is_Resolved
TKT005742,CUST04064,AGT035,Social Media,Refund Request,Low,Pending,2023-01-16,19,13.1,48,0,0,1,,0,2023,1,1,-34.9,Within 24hrs,Evening (18-24),,0
TKT005743,CUST00761,AGT041,Outbound Call,Fraud Alert,Low,Resolved,2024-12-10,12,35.3,48,0,1,1,1.1,0,2024,12,4,-12.7,Within 48hrs,Morning (6-12),Poor,1
TKT005744,CUST00774,AGT048,Inbound Call,Payment Failure,Critical,Resolved,2023-01-13,5,1.0,2,0,1,1,2.9,1,2023,1,1,-1.0,Within 2hrs,Night (0-6),Average,1
TKT005745,CUST01553,AGT078,Inbound Call,Account Locked,Low,Resolved,2024-04-21,18,39.6,48,0,0,0,4.9,0,2024,4,2,-8.4,Within 48hrs,Afternoon (12-18),Excellent,1
TKT005746,CUST00958,AGT096,Social Media,Refund Request,Medium,Resolved,2022-09-21,0,58.0,24,1,1,1,4.9,0,2022,9,3,34.0,Beyond 48hrs,Night (0-6),Excellent,1
TKT005747,CUST00254,AGT071,Outbound Call,Fraud Alert,Low,Escalated,2024-02-26,13,42.9,48,0,0,1,,0,2024,2,1,-5.1,Within 48hrs,Afternoon (12-18),,0
TKT005748,CUST01570,AGT044,Inbound Call,KYC Verification,Low,Resolved,2024-03-26,2,26.4,48,0,1,1,1.4,0,2024,3,1,-21.6,Within 48hrs,Night (0-6),Poor,1
TKT005749,CUST03219,AGT097,Outbound Call,Card Blocked,Medium,Resolved,2024-07-18,18,20.1,24,0,0,1,4.4,0,2024,7,3,-3.9,Within 24hrs,Afternoon (12-18),Excellent,1
TKT005750,CUST04214,AGT035,Social Media,App Technical Issue,Critical,Resolved,2024-04-15,5,0.7,2,0,0,1,4.0,0,2024,4,2,-1.3,Within 2hrs,Night (0-6),Good,1
TKT005751,CUST03237,AGT027,Outbound Call,Card Blocked,Medium,Resolved,2023-01-23,11,27.0,24,1,0,1,3.8,0,2023,1,1,3.0,Within 48hrs,Morning (6-12),Good,1
TKT005752,CUST04646,AGT065,Outbound Call,Account Locked,Medium,Resolved,2024-02-12,19,13.1,24,0,1,1,2.0,0,2024,2,1,-10.9,Within 24hrs,Evening (18-24),Poor,1
TKT005753,CUST04966,AGT070,Social Media,Loan Query,Low,Resolved,2022-11-13,18,3.9,48,0,0,1,4.3,1,2022,11,4,-44.1,Within 8hrs,Afternoon (12-18),Excellent,1
TKT005754,CUST00808,AGT066,Inbound Call,Card Blocked,Critical,Closed,2023-05-23,6,0.9,2,0,1,1,4.4,1,2023,5,2,-1.1,Within 2hrs,Night (0-6),Excellent,1
TKT005755,CUST04917,AGT071,Chatbot,App Technical Issue,Medium,Pending,2023-10-19,17,10.5,24,0,0,1,,1,2023,10,4,-13.5,Within 24hrs,Afternoon (12-18),,0
TKT005756,CUST01782,AGT072,Social Media,App Technical Issue,Low,Pending,2024-09-04,12,14.9,48,0,1,0,,0,2024,9,3,-33.1,Within 24hrs,Morning (6-12),,0
TKT005757,CUST01222,AGT063,Inbound Call,Card Blocked,Medium,Pending,2024-11-20,14,2.7,24,0,0,1,,0,2024,11,4,-21.3,Within 8hrs,Afternoon (12-18),,0
TKT005758,CUST03664,AGT093,Social Media,Fraud Alert,Medium,Resolved,2024-10-11,14,2.9,24,0,0,1,1.9,1,2024,10,4,-21.1,Within 8hrs,Afternoon (12-18),Poor,1
TKT005759,CUST03201,AGT080,Inbound Call,Card Blocked,Medium,Resolved,2023-01-19,11,3.3,24,0,0,1,1.6,0,2023,1,1,-20.7,Within 8hrs,Morning (6-12),Poor,1
TKT005760,CUST00880,AGT029,Live Chat,Transaction Dispute,Low,Resolved,2024-06-07,0,117.0,48,1,0,0,4.7,0,2024,6,2,69.0,Beyond 48hrs,Night (0-6),Excellent,1
TKT005761,CUST00001,AGT031,Inbound Call,Card Blocked,Medium,Closed,2023-09-09,3,11.5,24,0,1,1,1.4,0,2023,9,3,-12.5,Within 24hrs,Night (0-6),Poor,1
TKT005762,CUST00167,AGT064,Inbound Call,KYC Verification,Medium,Resolved,2023-05-21,8,35.0,24,1,0,1,3.2,0,2023,5,2,11.0,Within 48hrs,Morning (6-12),Good,1
TKT005763,CUST02064,AGT086,Social Media,Fraud Alert,Medium,Resolved,2024-12-11,5,12.1,24,0,0,0,5.0,1,2024,12,4,-11.9,Within 24hrs,Night (0-6),Excellent,1
TKT005764,CUST02705,AGT053,Live Chat,Fraud Alert,Critical,Resolved,2022-04-11,16,1.3,2,0,0,1,2.6,0,2022,4,2,-0.7,Within 2hrs,Afternoon (12-18),Average,1
TKT005765,CUST00112,AGT074,Social Media,Fraud Alert,Medium,Escalated,2023-05-31,19,13.6,24,0,0,1,,0,2023,5,2,-10.4,Within 24hrs,Evening (18-24),,0
TKT005766,CUST03440,AGT068,Chatbot,Card Blocked,Critical,Resolved,2023-05-21,3,1.6,2,0,0,1,4.4,0,2023,5,2,-0.4,Within 2hrs,Night (0-6),Excellent,1
TKT005767,CUST01126,AGT025,Social Media,App Technical Issue,Low,Resolved,2023-11-02,6,15.7,48,0,0,1,4.9,0,2023,11,4,-32.3,Within 24hrs,Night (0-6),Excellent,1
TKT005768,CUST02642,AGT013,Chatbot,App Technical Issue,Critical,Closed,2024-12-17,23,0.9,2,0,0,0,3.5,0,2024,12,4,-1.1,Within 2hrs,Evening (18-24),Good,1
TKT005769,CUST01430,AGT081,Email,KYC Verification,High,Resolved,2023-01-24,19,4.0,8,0,0,1,2.1,0,2023,1,1,-4.0,Within 8hrs,Evening (18-24),Average,1
TKT005770,CUST02044,AGT040,Chatbot,KYC Verification,Critical,Resolved,2022-06-23,4,1.2,2,0,1,1,4.2,1,2022,6,2,-0.8,Within 2hrs,Night (0-6),Excellent,1
TKT005771,CUST04603,AGT072,Outbound Call,Fraud Alert,Medium,Resolved,2022-09-16,12,20.5,24,0,1,1,1.7,0,2022,9,3,-3.5,Within 24hrs,Morning (6-12),Poor,1
TKT005772,CUST01635,AGT087,Inbound Call,Card Blocked,Medium,Closed,2022-01-21,0,15.2,24,0,0,1,4.3,0,2022,1,1,-8.8,Within 24hrs,Night (0-6),Excellent,1
TKT005773,CUST00671,AGT007,Inbound Call,App Technical Issue,Low,Resolved,2022-01-10,2,122.0,48,1,0,1,2.9,1,2022,1,1,74.0,Beyond 48hrs,Night (0-6),Average,1
TKT005774,CUST03112,AGT032,Live Chat,Transaction Dispute,Critical,Escalated,2023-08-17,9,4.0,2,1,0,1,,0,2023,8,3,2.0,Within 8hrs,Morning (6-12),,0
TKT005775,CUST01691,AGT024,Live Chat,Loan Query,Critical,Resolved,2022-04-12,20,1.2,2,0,0,1,3.3,0,2022,4,2,-0.8,Within 2hrs,Evening (18-24),Good,1
TKT005776,CUST03958,AGT001,Social Media,Statement Request,Medium,Resolved,2024-08-13,12,11.9,24,0,0,1,4.9,0,2024,8,3,-12.1,Within 24hrs,Morning (6-12),Excellent,1
TKT005777,CUST00965,AGT047,Live Chat,KYC Verification,Low,Closed,2022-10-28,19,25.2,48,0,0,0,2.3,0,2022,10,4,-22.8,Within 48hrs,Evening (18-24),Average,1
TKT005778,CUST00281,AGT051,Email,Fraud Alert,High,Resolved,2022-05-18,9,6.1,8,0,0,1,3.3,0,2022,5,2,-1.9,Within 8hrs,Morning (6-12),Good,1
TKT005779,CUST04447,AGT036,Outbound Call,KYC Verification,Medium,Resolved,2023-04-10,1,6.9,24,0,0,0,1.5,0,2023,4,2,-17.1,Within 8hrs,Night (0-6),Poor,1
TKT005780,CUST01967,AGT027,Social Media,Statement Request,Low,Pending,2023-08-06,23,0.5,48,0,1,1,,0,2023,8,3,-47.5,Within 2hrs,Evening (18-24),,0
TKT005781,CUST02809,AGT070,Email,KYC Verification,Critical,Resolved,2022-05-25,6,6.0,2,1,0,1,3.4,0,2022,5,2,4.0,Within 8hrs,Night (0-6),Good,1
TKT005782,CUST01965,AGT042,Chatbot,Statement Request,Low,Closed,2023-09-08,3,40.3,48,0,0,1,4.0,0,2023,9,3,-7.7,Within 48hrs,Night (0-6),Good,1
TKT005783,CUST04824,AGT095,Inbound Call,Loan Query,Low,Resolved,2022-02-04,6,16.1,48,0,0,1,3.1,1,2022,2,1,-31.9,Within 24hrs,Night (0-6),Good,1
TKT005784,CUST03391,AGT076,Chatbot,Payment Failure,High,Resolved,2024-11-23,18,2.8,8,0,0,1,2.9,0,2024,11,4,-5.2,Within 8hrs,Afternoon (12-18),Average,1
TKT005785,CUST00823,AGT090,Inbound Call,Payment Failure,Low,Pending,2024-10-12,10,5.0,48,0,0,1,,1,2024,10,4,-43.0,Within 8hrs,Morning (6-12),,0
TKT005786,CUST01438,AGT089,Live Chat,Fraud Alert,Medium,Resolved,2022-11-08,20,12.6,24,0,0,1,4.7,0,2022,11,4,-11.4,Within 24hrs,Evening (18-24),Excellent,1
TKT005787,CUST02062,AGT068,Outbound Call,Fraud Alert,Medium,Resolved,2024-08-20,4,25.0,24,1,0,1,2.9,1,2024,8,3,1.0,Within 48hrs,Night (0-6),Average,1
TKT005788,CUST03866,AGT070,Live Chat,Statement Request,Medium,Resolved,2022-03-09,18,11.0,24,0,0,0,4.6,1,2022,3,1,-13.0,Within 24hrs,Afternoon (12-18),Excellent,1
TKT005789,CUST04295,AGT013,Outbound Call,Statement Request,Medium,Closed,2024-06-09,20,1.6,24,0,0,1,4.0,0,2024,6,2,-22.4,Within 2hrs,Evening (18-24),Good,1
TKT005790,CUST04774,AGT025,Live Chat,KYC Verification,Medium,Resolved,2023-11-02,21,11.1,24,0,1,1,2.7,0,2023,11,4,-12.9,Within 24hrs,Evening (18-24),Average,1
TKT005791,CUST04037,AGT095,Inbound Call,Transaction Dispute,Medium,Resolved,2024-02-25,9,39.0,24,1,0,1,3.4,0,2024,2,1,15.0,Within 48hrs,Morning (6-12),Good,1
TKT005792,CUST01465,AGT022,Live Chat,Transaction Dispute,Medium,Resolved,2022-11-24,23,62.0,24,1,0,1,5.0,0,2022,11,4,38.0,Beyond 48hrs,Evening (18-24),Excellent,1
TKT005793,CUST00078,AGT099,Social Media,Loan Query,Low,Resolved,2022-10-05,9,9.2,48,0,0,1,3.3,0,2022,10,4,-38.8,Within 24hrs,Morning (6-12),Good,1
TKT005794,CUST02160,AGT021,Outbound Call,Transaction Dispute,Critical,Escalated,2022-01-24,10,1.7,2,0,0,0,,0,2022,1,1,-0.3,Within 2hrs,Morning (6-12),,0
TKT005795,CUST04631,AGT015,Live Chat,Transaction Dispute,High,Closed,2022-11-06,1,2.8,8,0,0,1,4.2,0,2022,11,4,-5.2,Within 8hrs,Night (0-6),Excellent,1
TKT005796,CUST03188,AGT067,Inbound Call,Transaction Dispute,Critical,Resolved,2024-11-28,5,1.3,2,0,1,1,3.2,0,2024,11,4,-0.7,Within 2hrs,Night (0-6),Good,1
TKT005797,CUST01166,AGT037,Inbound Call,Account Locked,Critical,Resolved,2023-04-24,10,1.2,2,0,0,1,4.6,0,2023,4,2,-0.8,Within 2hrs,Morning (6-12),Excellent,1
TKT005798,CUST00790,AGT045,Social Media,Account Locked,Critical,Pending,2023-04-21,0,4.0,2,1,1,1,,1,2023,4,2,2.0,Within 8hrs,Night (0-6),,0
TKT005799,CUST01564,AGT026,Social Media,KYC Verification,Medium,Resolved,2024-09-19,13,15.2,24,0,0,1,3.4,0,2024,9,3,-8.8,Within 24hrs,Afternoon (12-18),Good,1
TKT005800,CUST01323,AGT081,Live Chat,Refund Request,Low,Pending,2024-05-26,19,4.9,48,0,1,0,,0,2024,5,2,-43.1,Within 8hrs,Evening (18-24),,0
TKT005801,CUST01503,AGT055,Chatbot,KYC Verification,Low,Closed,2022-07-29,19,16.5,48,0,1,1,3.5,1,2022,7,3,-31.5,Within 24hrs,Evening (18-24),Good,1
TKT005802,CUST01492,AGT050,Chatbot,Loan Query,Critical,Resolved,2023-06-19,17,0.7,2,0,0,1,1.8,1,2023,6,2,-1.3,Within 2hrs,Afternoon (12-18),Poor,1
TKT005803,CUST01660,AGT035,Chatbot,Loan Query,Low,Pending,2024-03-31,4,32.8,48,0,1,0,,0,2024,3,1,-15.2,Within 48hrs,Night (0-6),,0
TKT005804,CUST01316,AGT041,Outbound Call,Fraud Alert,Medium,Resolved,2022-03-11,20,6.0,24,0,0,1,2.1,0,2022,3,1,-18.0,Within 8hrs,Evening (18-24),Average,1
TKT005805,CUST03063,AGT072,Live Chat,Loan Query,Medium,Resolved,2024-01-28,12,21.3,24,0,0,0,1.6,0,2024,1,1,-2.7,Within 24hrs,Morning (6-12),Poor,1
TKT005806,CUST00125,AGT011,Outbound Call,Transaction Dispute,Low,Resolved,2024-12-29,4,59.0,48,1,0,1,4.6,1,2024,12,4,11.0,Beyond 48hrs,Night (0-6),Excellent,1
TKT005807,CUST03063,AGT088,Live Chat,Card Blocked,Low,Pending,2022-01-09,2,21.3,48,0,0,1,,0,2022,1,1,-26.7,Within 24hrs,Night (0-6),,0
TKT005808,CUST00519,AGT008,Email,Account Locked,High,Pending,2024-08-28,21,12.0,8,1,0,1,,0,2024,8,3,4.0,Within 24hrs,Evening (18-24),,0
TKT005809,CUST02071,AGT054,Social Media,Refund Request,Critical,Resolved,2024-01-17,7,3.0,2,1,1,1,4.6,0,2024,1,1,1.0,Within 8hrs,Morning (6-12),Excellent,1
TKT005810,CUST04258,AGT094,Email,App Technical Issue,Medium,Resolved,2022-01-06,14,45.0,24,1,0,0,3.4,0,2022,1,1,21.0,Within 48hrs,Afternoon (12-18),Good,1
TKT005811,CUST02677,AGT001,Email,App Technical Issue,Critical,Escalated,2024-04-16,13,0.9,2,0,0,0,,1,2024,4,2,-1.1,Within 2hrs,Afternoon (12-18),,0
TKT005812,CUST02554,AGT098,Inbound Call,Transaction Dispute,High,Resolved,2022-07-25,16,3.9,8,0,0,0,1.3,0,2022,7,3,-4.1,Within 8hrs,Afternoon (12-18),Poor,1
TKT005813,CUST04978,AGT020,Live Chat,KYC Verification,High,Escalated,2024-05-31,18,1.5,8,0,0,1,,0,2024,5,2,-6.5,Within 2hrs,Afternoon (12-18),,0
TKT005814,CUST03936,AGT100,Live Chat,Loan Query,Medium,Resolved,2023-11-14,15,9.1,24,0,1,0,4.7,1,2023,11,4,-14.9,Within 24hrs,Afternoon (12-18),Excellent,1
TKT005815,CUST01045,AGT034,Live Chat,Fraud Alert,Low,Resolved,2022-11-10,20,135.0,48,1,1,1,3.5,0,2022,11,4,87.0,Beyond 48hrs,Evening (18-24),Good,1
TKT005816,CUST01788,AGT057,Outbound Call,KYC Verification,High,Resolved,2023-08-18,0,3.1,8,0,1,0,1.1,1,2023,8,3,-4.9,Within 8hrs,Night (0-6),Poor,1
TKT005817,CUST03536,AGT098,Social Media,Account Locked,Medium,Resolved,2023-09-27,7,19.1,24,0,0,0,2.8,1,2023,9,3,-4.9,Within 24hrs,Morning (6-12),Average,1
TKT005818,CUST04579,AGT013,Inbound Call,Statement Request,Medium,Escalated,2023-09-22,15,5.7,24,0,0,1,,0,2023,9,3,-18.3,Within 8hrs,Afternoon (12-18),,0
TKT005819,CUST01967,AGT054,Live Chat,Loan Query,High,Escalated,2023-06-12,3,5.0,8,0,1,1,,1,2023,6,2,-3.0,Within 8hrs,Night (0-6),,0
TKT005820,CUST02357,AGT053,Outbound Call,App Technical Issue,Critical,Escalated,2022-12-01,10,1.1,2,0,0,1,,1,2022,12,4,-0.9,Within 2hrs,Morning (6-12),,0
TKT005821,CUST04970,AGT052,Inbound Call,Refund Request,High,Closed,2023-04-07,2,19.0,8,1,1,1,1.5,0,2023,4,2,11.0,Within 24hrs,Night (0-6),Poor,1
TKT005822,CUST02251,AGT006,Live Chat,Account Locked,Medium,Resolved,2023-02-02,15,15.4,24,0,0,1,4.8,0,2023,2,1,-8.6,Within 24hrs,Afternoon (12-18),Excellent,1
TKT005823,CUST03488,AGT036,Social Media,Fraud Alert,Low,Resolved,2023-10-09,12,34.2,48,0,0,0,3.6,1,2023,10,4,-13.8,Within 48hrs,Morning (6-12),Good,1
TKT005824,CUST00142,AGT025,Outbound Call,Statement Request,Medium,Resolved,2022-07-18,0,37.0,24,1,0,1,3.7,0,2022,7,3,13.0,Within 48hrs,Night (0-6),Good,1
TKT005825,CUST01004,AGT091,Inbound Call,Refund Request,Medium,Resolved,2022-04-17,15,4.1,24,0,0,1,3.5,0,2022,4,2,-19.9,Within 8hrs,Afternoon (12-18),Good,1
TKT005826,CUST02155,AGT058,Inbound Call,Fraud Alert,Medium,Resolved,2024-09-30,15,5.6,24,0,0,0,4.4,0,2024,9,3,-18.4,Within 8hrs,Afternoon (12-18),Excellent,1
TKT005827,CUST02015,AGT055,Live Chat,Card Blocked,Critical,Escalated,2023-02-07,20,5.0,2,1,0,0,,1,2023,2,1,3.0,Within 8hrs,Evening (18-24),,0
TKT005828,CUST04625,AGT095,Chatbot,Fraud Alert,Critical,Resolved,2022-12-14,2,5.0,2,1,1,0,2.7,0,2022,12,4,3.0,Within 8hrs,Night (0-6),Average,1
TKT005829,CUST03609,AGT003,Live Chat,Refund Request,High,Escalated,2024-10-13,11,1.2,8,0,0,1,,1,2024,10,4,-6.8,Within 2hrs,Morning (6-12),,0
TKT005830,CUST00969,AGT028,Live Chat,Refund Request,Low,Resolved,2022-05-08,7,120.0,48,1,0,0,3.3,0,2022,5,2,72.0,Beyond 48hrs,Morning (6-12),Good,1
TKT005831,CUST03926,AGT068,Live Chat,Payment Failure,Medium,Closed,2024-05-08,2,9.5,24,0,1,1,1.4,0,2024,5,2,-14.5,Within 24hrs,Night (0-6),Poor,1
TKT005832,CUST03959,AGT081,Inbound Call,Loan Query,Medium,Closed,2023-01-03,1,14.0,24,0,0,0,4.8,1,2023,1,1,-10.0,Within 24hrs,Night (0-6),Excellent,1
TKT005833,CUST02736,AGT038,Inbound Call,KYC Verification,Medium,Resolved,2022-10-28,22,19.5,24,0,0,1,1.1,0,2022,10,4,-4.5,Within 24hrs,Evening (18-24),Poor,1
TKT005834,CUST00805,AGT034,Social Media,Account Locked,Critical,Resolved,2023-11-15,19,0.8,2,0,0,1,1.4,0,2023,11,4,-1.2,Within 2hrs,Evening (18-24),Poor,1
TKT005835,CUST01335,AGT084,Live Chat,Refund Request,Low,Pending,2022-05-26,18,92.0,48,1,0,1,,1,2022,5,2,44.0,Beyond 48hrs,Afternoon (12-18),,0
TKT005836,CUST03985,AGT013,Social Media,Transaction Dispute,Medium,Resolved,2023-02-11,16,1.2,24,0,0,1,4.4,0,2023,2,1,-22.8,Within 2hrs,Afternoon (12-18),Excellent,1
TKT005837,CUST00668,AGT005,Inbound Call,App Technical Issue,Medium,Resolved,2024-09-18,6,26.0,24,1,1,0,1.5,0,2024,9,3,2.0,Within 48hrs,Night (0-6),Poor,1
TKT005838,CUST00385,AGT060,Inbound Call,App Technical Issue,Medium,Resolved,2023-03-07,14,2.2,24,0,0,1,4.4,0,2023,3,1,-21.8,Within 8hrs,Afternoon (12-18),Excellent,1
TKT005839,CUST03125,AGT088,Inbound Call,Card Blocked,Medium,Resolved,2022-03-24,6,52.0,24,1,0,1,1.8,0,2022,3,1,28.0,Beyond 48hrs,Night (0-6),Poor,1
TKT005840,CUST01609,AGT017,Live Chat,Fraud Alert,Low,Resolved,2023-09-03,23,18.6,48,0,1,1,2.2,0,2023,9,3,-29.4,Within 24hrs,Evening (18-24),Average,1
TKT005841,CUST03255,AGT057,Live Chat,KYC Verification,High,Escalated,2023-01-12,9,2.8,8,0,0,1,,1,2023,1,1,-5.2,Within 8hrs,Morning (6-12),,0
TKT005842,CUST03441,AGT031,Email,Payment Failure,Critical,Pending,2023-09-28,8,1.7,2,0,0,1,,0,2023,9,3,-0.3,Within 2hrs,Morning (6-12),,0
TKT005843,CUST02749,AGT092,Inbound Call,Card Blocked,Medium,Resolved,2024-07-07,9,17.7,24,0,0,1,4.3,0,2024,7,3,-6.3,Within 24hrs,Morning (6-12),Excellent,1
TKT005844,CUST00013,AGT065,Live Chat,Transaction Dispute,High,Resolved,2022-01-01,8,1.8,8,0,0,1,1.1,0,2022,1,1,-6.2,Within 2hrs,Morning (6-12),Poor,1
TKT005845,CUST03008,AGT066,Social Media,Account Locked,Medium,Resolved,2024-10-07,13,16.6,24,0,0,1,3.4,0,2024,10,4,-7.4,Within 24hrs,Afternoon (12-18),Good,1
TKT005846,CUST02208,AGT033,Live Chat,KYC Verification,Critical,Escalated,2022-02-22,14,5.0,2,1,0,0,,0,2022,2,1,3.0,Within 8hrs,Afternoon (12-18),,0
TKT005847,CUST04168,AGT093,Outbound Call,Loan Query,Low,Pending,2024-12-30,13,4.5,48,0,0,1,,0,2024,12,4,-43.5,Within 8hrs,Afternoon (12-18),,0
TKT005848,CUST02146,AGT004,Inbound Call,Account Locked,Low,Pending,2022-09-21,7,15.6,48,0,0,1,,0,2022,9,3,-32.4,Within 24hrs,Morning (6-12),,0
TKT005849,CUST01866,AGT082,Inbound Call,Loan Query,Medium,Resolved,2023-10-08,2,62.0,24,1,0,1,1.5,0,2023,10,4,38.0,Beyond 48hrs,Night (0-6),Poor,1
TKT005850,CUST00101,AGT055,Inbound Call,Transaction Dispute,Medium,Pending,2022-01-11,22,14.4,24,0,0,0,,1,2022,1,1,-9.6,Within 24hrs,Evening (18-24),,0
TKT005851,CUST04080,AGT024,Inbound Call,Refund Request,Low,Resolved,2024-08-21,13,116.0,48,1,0,0,1.1,0,2024,8,3,68.0,Beyond 48hrs,Afternoon (12-18),Poor,1
TKT005852,CUST04377,AGT032,Inbound Call,Card Blocked,Low,Resolved,2023-10-21,2,42.7,48,0,1,0,2.5,0,2023,10,4,-5.3,Within 48hrs,Night (0-6),Average,1
TKT005853,CUST04979,AGT073,Outbound Call,KYC Verification,Medium,Resolved,2022-05-27,15,44.0,24,1,0,1,2.4,0,2022,5,2,20.0,Within 48hrs,Afternoon (12-18),Average,1
TKT005854,CUST01313,AGT047,Live Chat,Statement Request,High,Pending,2022-03-11,22,6.7,8,0,0,1,,0,2022,3,1,-1.3,Within 8hrs,Evening (18-24),,0
TKT005855,CUST02797,AGT016,Live Chat,Card Blocked,Medium,Resolved,2024-01-02,2,20.8,24,0,0,0,1.1,0,2024,1,1,-3.2,Within 24hrs,Night (0-6),Poor,1
TKT005856,CUST04705,AGT021,Outbound Call,Statement Request,Medium,Closed,2024-09-16,22,15.4,24,0,0,0,2.3,1,2024,9,3,-8.6,Within 24hrs,Evening (18-24),Average,1
TKT005857,CUST00450,AGT094,Inbound Call,Statement Request,Low,Resolved,2023-05-05,21,35.6,48,0,1,1,4.1,0,2023,5,2,-12.4,Within 48hrs,Evening (18-24),Excellent,1
TKT005858,CUST03440,AGT067,Inbound Call,Fraud Alert,Low,Resolved,2022-12-07,17,6.0,48,0,0,1,4.3,0,2022,12,4,-42.0,Within 8hrs,Afternoon (12-18),Excellent,1
TKT005859,CUST03502,AGT097,Chatbot,Fraud Alert,Critical,Escalated,2023-12-12,2,1.1,2,0,1,0,,1,2023,12,4,-0.9,Within 2hrs,Night (0-6),,0
TKT005860,CUST03168,AGT031,Chatbot,Transaction Dispute,Medium,Resolved,2023-07-03,11,2.4,24,0,0,1,1.8,0,2023,7,3,-21.6,Within 8hrs,Morning (6-12),Poor,1
TKT005861,CUST00121,AGT014,Inbound Call,Statement Request,Medium,Closed,2024-02-25,6,17.0,24,0,1,1,3.0,0,2024,2,1,-7.0,Within 24hrs,Night (0-6),Average,1
TKT005862,CUST03438,AGT006,Outbound Call,App Technical Issue,Medium,Resolved,2023-06-08,1,7.5,24,0,0,1,2.6,0,2023,6,2,-16.5,Within 8hrs,Night (0-6),Average,1
TKT005863,CUST03857,AGT069,Social Media,Account Locked,Medium,Resolved,2022-05-31,17,58.0,24,1,0,1,2.2,0,2022,5,2,34.0,Beyond 48hrs,Afternoon (12-18),Average,1
TKT005864,CUST01076,AGT029,Outbound Call,App Technical Issue,Low,Closed,2023-12-27,16,10.7,48,0,0,1,4.0,0,2023,12,4,-37.3,Within 24hrs,Afternoon (12-18),Good,1
TKT005865,CUST04414,AGT055,Outbound Call,Statement Request,Low,Resolved,2022-01-03,11,27.5,48,0,0,1,1.1,1,2022,1,1,-20.5,Within 48hrs,Morning (6-12),Poor,1
TKT005866,CUST02723,AGT037,Social Media,Fraud Alert,Low,Resolved,2023-12-11,17,36.1,48,0,0,1,1.4,1,2023,12,4,-11.9,Within 48hrs,Afternoon (12-18),Poor,1
TKT005867,CUST00702,AGT059,Email,Loan Query,High,Resolved,2022-06-11,23,4.7,8,0,0,0,4.0,1,2022,6,2,-3.3,Within 8hrs,Evening (18-24),Good,1
TKT005868,CUST03349,AGT036,Chatbot,Refund Request,Critical,Resolved,2022-07-15,10,1.4,2,0,0,1,1.5,0,2022,7,3,-0.6,Within 2hrs,Morning (6-12),Poor,1
TKT005869,CUST03669,AGT085,Inbound Call,Fraud Alert,Low,Escalated,2024-07-14,8,35.6,48,0,0,1,,0,2024,7,3,-12.4,Within 48hrs,Morning (6-12),,0
TKT005870,CUST03266,AGT076,Live Chat,Statement Request,Medium,Closed,2023-07-10,22,34.0,24,1,0,1,3.6,1,2023,7,3,10.0,Within 48hrs,Evening (18-24),Good,1
TKT005871,CUST00021,AGT059,Email,KYC Verification,High,Resolved,2024-03-14,21,1.6,8,0,1,0,3.2,0,2024,3,1,-6.4,Within 2hrs,Evening (18-24),Good,1
TKT005872,CUST02447,AGT087,Chatbot,Card Blocked,Critical,Pending,2024-01-20,7,1.3,2,0,0,0,,1,2024,1,1,-0.7,Within 2hrs,Morning (6-12),,0
TKT005873,CUST02250,AGT078,Live Chat,Card Blocked,Low,Resolved,2022-08-28,12,26.3,48,0,1,1,2.0,0,2022,8,3,-21.7,Within 48hrs,Morning (6-12),Poor,1
TKT005874,CUST02514,AGT064,Social Media,Transaction Dispute,Critical,Resolved,2022-04-07,20,0.8,2,0,1,1,4.3,0,2022,4,2,-1.2,Within 2hrs,Evening (18-24),Excellent,1
TKT005875,CUST03223,AGT043,Live Chat,Transaction Dispute,Low,Resolved,2024-10-04,15,49.0,48,1,0,1,3.2,0,2024,10,4,1.0,Beyond 48hrs,Afternoon (12-18),Good,1
TKT005876,CUST04992,AGT042,Live Chat,KYC Verification,Medium,Escalated,2022-01-06,1,2.0,24,0,0,0,,1,2022,1,1,-22.0,Within 2hrs,Night (0-6),,0
TKT005877,CUST01183,AGT074,Live Chat,Transaction Dispute,Medium,Resolved,2023-08-07,0,13.5,24,0,0,1,3.5,0,2023,8,3,-10.5,Within 24hrs,Night (0-6),Good,1
TKT005878,CUST02358,AGT060,Social Media,Loan Query,Medium,Closed,2023-05-19,0,0.9,24,0,0,1,1.1,0,2023,5,2,-23.1,Within 2hrs,Night (0-6),Poor,1
TKT005879,CUST02552,AGT062,Social Media,Refund Request,Medium,Pending,2023-09-30,10,17.7,24,0,1,0,,0,2023,9,3,-6.3,Within 24hrs,Morning (6-12),,0
TKT005880,CUST02074,AGT064,Outbound Call,Account Locked,Medium,Pending,2023-10-01,3,53.0,24,1,0,1,,0,2023,10,4,29.0,Beyond 48hrs,Night (0-6),,0
TKT005881,CUST00066,AGT091,Live Chat,Loan Query,Medium,Pending,2023-07-20,0,8.3,24,0,0,1,,1,2023,7,3,-15.7,Within 24hrs,Night (0-6),,0
TKT005882,CUST04359,AGT058,Live Chat,Payment Failure,Medium,Escalated,2023-05-25,19,15.7,24,0,0,1,,0,2023,5,2,-8.3,Within 24hrs,Evening (18-24),,0
