Interaction_ID,Ticket_ID,Channel,Interaction_Date,Duration_Minutes,Messages_Exchanged,Bot_Handled,Transferred_To_Agent,Resolution_Achieved,Hold_Time_Minutes,Sentiment_Score,Duration_Tier,Sentiment_Tier
INT009547,TKT009547,Outbound Call,2024-04-07,25.1,,0,1,0,4.6,0.35,Extended (15-30m),Positive
INT009548,TKT009548,Chatbot,2022-01-09,8.9,20.0,1,0,1,,0.14,Standard (5-15m),Neutral
INT009549,TKT009549,Outbound Call,2022-09-18,2.9,,1,1,1,8.8,0.65,Quick (0-5m),Positive
INT009550,TKT009550,Chatbot,2022-03-18,8.7,11.0,1,1,1,,0.34,Standard (5-15m),Positive
INT009551,TKT009551,Inbound Call,2023-04-05,30.8,,0,0,0,4.7,0.16,Long (30m+),Neutral
INT009552,TKT009552,Live Chat,2022-03-21,13.1,21.0,0,1,1,,-0.33,Standard (5-15m),Negative
INT009553,TKT009553,Live Chat,2024-02-22,21.6,12.0,1,0,0,,-0.41,Extended (15-30m),Negative
INT009554,TKT009554,Outbound Call,2024-08-16,10.3,,1,1,1,0.6,-0.8,Standard (5-15m),Negative
INT009555,TKT009555,Social Media,2022-07-29,13.8,6.0,0,0,1,,-0.19,Standard (5-15m),Neutral
INT009556,TKT009556,Outbound Call,2024-01-07,9.8,,0,0,1,5.7,0.58,Standard (5-15m),Positive
INT009557,TKT009557,Inbound Call,2024-01-26,4.4,,0,0,0,5.8,-0.43,Quick (0-5m),Negative
INT009558,TKT009558,Social Media,2022-03-31,6.9,6.0,1,0,1,,0.76,Standard (5-15m),Positive
INT009559,TKT009559,Inbound Call,2022-07-29,34.2,,1,0,1,2.8,0.6,Long (30m+),Positive
INT009560,TKT009560,Outbound Call,2022-12-06,40.0,,1,0,1,9.2,1.0,Long (30m+),Positive
INT009561,TKT009561,Email,2022-01-25,0.5,2.0,0,0,0,,0.45,Quick (0-5m),Positive
INT009562,TKT009562,Outbound Call,2022-05-23,43.7,,0,0,1,2.5,-0.9,Long (30m+),Negative
INT009563,TKT009563,Email,2024-04-04,4.8,7.0,1,0,1,,0.19,Quick (0-5m),Neutral
INT009564,TKT009564,Social Media,2022-03-30,2.9,8.0,1,1,0,,-0.4,Quick (0-5m),Negative
INT009565,TKT009565,Inbound Call,2022-08-24,38.4,,0,1,1,5.0,0.9,Long (30m+),Positive
INT009566,TKT009566,Inbound Call,2023-03-22,41.6,,0,0,0,2.7,0.42,Long (30m+),Positive
INT009567,TKT009567,Live Chat,2022-09-18,24.8,13.0,0,0,1,,0.57,Extended (15-30m),Positive
INT009568,TKT009568,Chatbot,2024-12-15,9.4,9.0,1,1,0,,0.12,Standard (5-15m),Neutral
INT009569,TKT009569,Outbound Call,2023-08-25,9.6,,1,0,1,8.7,0.93,Standard (5-15m),Positive
INT009570,TKT009570,Social Media,2024-09-22,6.0,1.0,0,0,1,,-0.66,Standard (5-15m),Negative
INT009571,TKT009571,Live Chat,2022-03-10,7.0,24.0,0,1,1,,-0.22,Standard (5-15m),Neutral
INT009572,TKT009572,Outbound Call,2024-02-21,6.2,,0,0,1,7.1,0.0,Standard (5-15m),Neutral
INT009573,TKT009573,Live Chat,2024-05-02,25.0,24.0,0,1,1,,0.11,Extended (15-30m),Neutral
INT009574,TKT009574,Social Media,2023-10-31,4.9,5.0,0,0,1,,0.55,Quick (0-5m),Positive
INT009575,TKT009575,Social Media,2024-08-28,12.6,5.0,1,1,1,,0.46,Standard (5-15m),Positive
INT009576,TKT009576,Email,2023-10-24,3.4,4.0,0,1,1,,-0.89,Quick (0-5m),Negative
INT009577,TKT009577,Live Chat,2023-08-01,11.0,22.0,1,1,1,,0.45,Standard (5-15m),Positive
INT009578,TKT009578,Chatbot,2023-09-13,3.5,7.0,1,1,1,,-0.48,Quick (0-5m),Negative
INT009579,TKT009579,Social Media,2022-01-31,13.6,9.0,0,0,1,,-0.17,Standard (5-15m),Neutral
INT009580,TKT009580,Outbound Call,2022-11-24,17.5,,1,0,0,9.8,-0.1,Extended (15-30m),Neutral
INT009581,TKT009581,Chatbot,2022-11-02,5.4,23.0,1,1,0,,0.39,Standard (5-15m),Positive
INT009582,TKT009582,Live Chat,2024-03-15,5.1,14.0,0,0,0,,0.36,Standard (5-15m),Positive
INT009583,TKT009583,Outbound Call,2022-05-25,24.9,,0,1,1,6.0,-0.24,Extended (15-30m),Neutral
INT009584,TKT009584,Live Chat,2024-08-03,17.7,12.0,0,0,1,,0.63,Extended (15-30m),Positive
INT009585,TKT009585,Inbound Call,2024-08-04,10.7,,0,0,0,8.1,-0.76,Standard (5-15m),Negative
INT009586,TKT009586,Live Chat,2023-09-07,29.4,8.0,0,0,1,,-0.53,Extended (15-30m),Negative
INT009587,TKT009587,Chatbot,2022-03-27,2.7,19.0,1,1,0,,-0.15,Quick (0-5m),Neutral
INT009588,TKT009588,Live Chat,2022-05-31,25.7,25.0,0,0,0,,-0.56,Extended (15-30m),Negative
INT009589,TKT009589,Email,2024-12-27,4.9,7.0,0,0,1,,0.86,Quick (0-5m),Positive
INT009590,TKT009590,Inbound Call,2022-11-09,40.3,,0,1,1,3.3,0.86,Long (30m+),Positive
INT009591,TKT009591,Outbound Call,2024-02-19,7.8,,0,1,1,5.4,-0.66,Standard (5-15m),Negative
INT009592,TKT009592,Inbound Call,2022-09-07,10.1,,0,0,0,2.0,-0.17,Standard (5-15m),Neutral
INT009593,TKT009593,Outbound Call,2022-09-06,36.1,,0,0,1,3.1,0.98,Long (30m+),Positive
INT009594,TKT009594,Inbound Call,2023-05-25,24.9,,0,1,1,3.4,-0.96,Extended (15-30m),Negative
INT009595,TKT009595,Live Chat,2024-04-17,8.1,14.0,1,0,0,,-0.91,Standard (5-15m),Negative
INT009596,TKT009596,Outbound Call,2024-02-24,15.1,,0,0,0,2.8,0.69,Extended (15-30m),Positive
INT009597,TKT009597,Outbound Call,2022-02-20,12.6,,0,0,1,8.4,-0.24,Standard (5-15m),Neutral
INT009598,TKT009598,Inbound Call,2024-07-19,38.7,,0,1,0,1.3,0.46,Long (30m+),Positive
INT009599,TKT009599,Live Chat,2024-10-23,28.9,10.0,0,0,1,,0.24,Extended (15-30m),Neutral
INT009600,TKT009600,Live Chat,2022-09-12,26.4,20.0,0,0,0,,0.39,Extended (15-30m),Positive
INT009601,TKT009601,Live Chat,2022-09-14,9.2,9.0,0,0,1,,-0.61,Standard (5-15m),Negative
INT009602,TKT009602,Email,2023-10-08,2.3,2.0,0,1,1,,0.09,Quick (0-5m),Neutral
INT009603,TKT009603,Chatbot,2022-10-20,6.8,20.0,1,0,1,,0.29,Standard (5-15m),Neutral
INT009604,TKT009604,Social Media,2024-09-22,2.2,3.0,0,1,0,,0.1,Quick (0-5m),Neutral
INT009605,TKT009605,Outbound Call,2023-03-09,37.7,,1,0,1,0.5,0.89,Long (30m+),Positive
INT009606,TKT009606,Email,2022-05-10,2.3,8.0,0,0,0,,-0.97,Quick (0-5m),Negative
INT009607,TKT009607,Live Chat,2023-03-28,9.7,21.0,0,0,1,,-0.57,Standard (5-15m),Negative
INT009608,TKT009608,Live Chat,2022-06-10,5.6,14.0,0,0,1,,-0.85,Standard (5-15m),Negative
INT009609,TKT009609,Live Chat,2022-07-10,8.8,11.0,1,0,1,,0.93,Standard (5-15m),Positive
INT009610,TKT009610,Inbound Call,2022-05-23,11.6,,0,0,0,5.7,-0.53,Standard (5-15m),Negative
INT009611,TKT009611,Outbound Call,2022-08-01,26.1,,0,0,1,5.8,0.48,Extended (15-30m),Positive
INT009612,TKT009612,Social Media,2022-08-01,6.9,8.0,0,0,1,,-0.71,Standard (5-15m),Negative
INT009613,TKT009613,Live Chat,2022-01-20,24.5,13.0,0,1,1,,-0.9,Extended (15-30m),Negative
INT009614,TKT009614,Chatbot,2022-06-25,3.9,15.0,1,1,1,,-0.62,Quick (0-5m),Negative
INT009615,TKT009615,Social Media,2023-04-20,2.7,2.0,0,0,1,,-0.45,Quick (0-5m),Negative
INT009616,TKT009616,Live Chat,2023-10-07,27.9,18.0,0,0,1,,-0.08,Extended (15-30m),Neutral
INT009617,TKT009617,Chatbot,2022-08-26,2.3,15.0,1,1,1,,-0.96,Quick (0-5m),Negative
INT009618,TKT009618,Email,2022-01-05,1.0,4.0,0,1,0,,0.23,Quick (0-5m),Neutral
INT009619,TKT009619,Inbound Call,2023-10-01,13.2,,1,1,1,0.0,0.31,Standard (5-15m),Positive
INT009620,TKT009620,Chatbot,2022-03-20,7.5,22.0,1,1,1,,-0.42,Standard (5-15m),Negative
INT009621,TKT009621,Live Chat,2024-01-10,13.3,20.0,0,0,0,,-0.47,Standard (5-15m),Negative
INT009622,TKT009622,Outbound Call,2022-01-03,9.5,,0,0,1,7.7,-0.62,Standard (5-15m),Negative
INT009623,TKT009623,Chatbot,2023-07-17,2.8,20.0,1,0,1,,-0.57,Quick (0-5m),Negative
INT009624,TKT009624,Chatbot,2024-03-02,2.7,3.0,1,1,1,,0.3,Quick (0-5m),Neutral
INT009625,TKT009625,Chatbot,2022-07-24,6.1,24.0,1,0,1,,0.21,Standard (5-15m),Neutral
INT009626,TKT009626,Inbound Call,2024-10-27,6.8,,0,1,0,3.0,0.83,Standard (5-15m),Positive
INT009627,TKT009627,Inbound Call,2024-12-14,4.4,,0,0,0,2.4,0.65,Quick (0-5m),Positive
INT009628,TKT009628,Outbound Call,2022-05-22,13.3,,0,0,0,7.8,0.15,Standard (5-15m),Neutral
INT009629,TKT009629,Inbound Call,2023-02-10,40.1,,1,0,1,1.1,-0.67,Long (30m+),Negative
INT009630,TKT009630,Inbound Call,2023-06-22,10.7,,1,0,1,4.5,-0.35,Standard (5-15m),Negative
INT009631,TKT009631,Outbound Call,2024-03-09,7.1,,1,0,0,3.3,-0.05,Standard (5-15m),Neutral
INT009632,TKT009632,Live Chat,2023-10-07,28.8,13.0,0,0,1,,-0.16,Extended (15-30m),Neutral
INT009633,TKT009633,Email,2022-09-14,4.2,8.0,0,0,1,,-0.87,Quick (0-5m),Negative
INT009634,TKT009634,Email,2024-07-26,2.9,2.0,0,0,1,,-0.28,Quick (0-5m),Neutral
INT009635,TKT009635,Email,2024-08-25,4.6,1.0,0,1,1,,-0.62,Quick (0-5m),Negative
INT009636,TKT009636,Inbound Call,2023-07-05,33.7,,0,0,1,8.2,0.15,Long (30m+),Neutral
INT009637,TKT009637,Live Chat,2024-07-20,19.4,24.0,1,1,1,,0.86,Extended (15-30m),Positive
INT009638,TKT009638,Inbound Call,2023-07-03,12.0,,0,1,1,3.3,-0.72,Standard (5-15m),Negative
INT009639,TKT009639,Live Chat,2023-04-01,9.5,9.0,0,0,1,,0.72,Standard (5-15m),Positive
INT009640,TKT009640,Email,2024-07-10,1.5,2.0,0,0,0,,-0.48,Quick (0-5m),Negative
INT009641,TKT009641,Live Chat,2023-06-13,17.5,21.0,0,0,1,,0.38,Extended (15-30m),Positive
INT009642,TKT009642,Social Media,2024-12-11,2.7,9.0,1,1,1,,0.21,Quick (0-5m),Neutral
INT009643,TKT009643,Live Chat,2022-01-08,16.5,24.0,0,0,1,,-0.56,Extended (15-30m),Negative
INT009644,TKT009644,Outbound Call,2023-04-16,44.0,,0,0,1,9.0,-0.26,Long (30m+),Neutral
INT009645,TKT009645,Inbound Call,2022-08-07,16.4,,1,0,0,0.6,0.09,Extended (15-30m),Neutral
INT009646,TKT009646,Live Chat,2023-04-14,23.9,9.0,0,0,1,,0.82,Extended (15-30m),Positive
INT009647,TKT009647,Live Chat,2023-08-15,14.5,16.0,0,0,1,,-0.63,Standard (5-15m),Negative
INT009648,TKT009648,Live Chat,2023-01-16,24.2,9.0,0,1,1,,-0.31,Extended (15-30m),Negative
INT009649,TKT009649,Social Media,2024-04-08,10.8,7.0,0,0,1,,0.99,Standard (5-15m),Positive
INT009650,TKT009650,Chatbot,2022-05-26,9.4,22.0,1,0,1,,0.58,Standard (5-15m),Positive
INT009651,TKT009651,Live Chat,2024-02-29,20.2,4.0,0,0,1,,-0.23,Extended (15-30m),Neutral
INT009652,TKT009652,Live Chat,2023-04-05,24.0,25.0,0,1,1,,-0.72,Extended (15-30m),Negative
INT009653,TKT009653,Outbound Call,2024-05-23,13.1,,0,0,0,9.7,0.0,Standard (5-15m),Neutral
INT009654,TKT009654,Live Chat,2023-12-20,23.5,7.0,0,0,1,,0.17,Extended (15-30m),Neutral
INT009655,TKT009655,Outbound Call,2022-05-14,3.2,,0,1,1,1.3,-0.48,Quick (0-5m),Negative
INT009656,TKT009656,Inbound Call,2022-04-04,4.7,,0,0,1,8.1,0.42,Quick (0-5m),Positive
INT009657,TKT009657,Live Chat,2024-09-28,12.7,23.0,1,1,1,,0.08,Standard (5-15m),Neutral
INT009658,TKT009658,Inbound Call,2023-05-10,27.3,,0,0,1,1.7,-0.27,Extended (15-30m),Neutral
INT009659,TKT009659,Chatbot,2022-03-16,1.0,19.0,1,0,1,,-0.42,Quick (0-5m),Negative
INT009660,TKT009660,Outbound Call,2022-02-24,9.6,,0,1,1,3.2,-0.43,Standard (5-15m),Negative
INT009661,TKT009661,Inbound Call,2024-04-11,12.0,,1,1,1,1.0,0.58,Standard (5-15m),Positive
INT009662,TKT009662,Social Media,2023-11-12,7.0,1.0,0,0,1,,-0.0,Standard (5-15m),Neutral
INT009663,TKT009663,Outbound Call,2024-04-13,16.1,,0,0,1,8.3,-0.43,Extended (15-30m),Negative
INT009664,TKT009664,Email,2022-12-06,4.8,5.0,0,1,0,,0.58,Quick (0-5m),Positive
INT009665,TKT009665,Social Media,2023-04-08,5.0,9.0,0,1,1,,-0.96,Quick (0-5m),Negative
INT009666,TKT009666,Outbound Call,2022-03-18,27.6,,0,0,1,1.9,0.99,Extended (15-30m),Positive
INT009667,TKT009667,Social Media,2023-08-15,13.7,5.0,0,1,1,,0.78,Standard (5-15m),Positive
INT009668,TKT009668,Live Chat,2022-05-06,11.0,14.0,0,1,1,,0.49,Standard (5-15m),Positive
INT009669,TKT009669,Live Chat,2024-06-21,18.6,20.0,0,1,1,,-0.47,Extended (15-30m),Negative
INT009670,TKT009670,Email,2024-12-03,3.6,4.0,0,0,0,,0.78,Quick (0-5m),Positive
INT009671,TKT009671,Chatbot,2024-08-08,4.0,9.0,1,0,0,,0.63,Quick (0-5m),Positive
INT009672,TKT009672,Email,2023-09-08,1.6,6.0,0,0,1,,0.6,Quick (0-5m),Positive
INT009673,TKT009673,Email,2024-02-15,2.4,8.0,1,0,1,,-0.65,Quick (0-5m),Negative
INT009674,TKT009674,Outbound Call,2024-11-28,31.7,,1,0,1,2.9,0.23,Long (30m+),Neutral
INT009675,TKT009675,Outbound Call,2023-07-11,27.4,,0,0,0,6.4,0.8,Extended (15-30m),Positive
INT009676,TKT009676,Live Chat,2023-06-01,16.9,15.0,0,0,1,,0.01,Extended (15-30m),Neutral
INT009677,TKT009677,Inbound Call,2022-05-23,27.1,,0,0,1,5.4,0.1,Extended (15-30m),Neutral
INT009678,TKT009678,Email,2022-01-25,4.2,4.0,0,0,1,,-0.18,Quick (0-5m),Neutral
INT009679,TKT009679,Live Chat,2023-05-20,22.4,17.0,0,0,0,,0.34,Extended (15-30m),Positive
INT009680,TKT009680,Inbound Call,2022-08-07,19.9,,0,0,0,6.8,0.72,Extended (15-30m),Positive
INT009681,TKT009681,Inbound Call,2022-04-20,6.5,,1,0,1,8.0,0.02,Standard (5-15m),Neutral
INT009682,TKT009682,Live Chat,2024-08-17,24.0,11.0,0,1,1,,0.94,Extended (15-30m),Positive
INT009683,TKT009683,Live Chat,2022-05-28,8.5,21.0,0,1,1,,-0.19,Standard (5-15m),Neutral
INT009684,TKT009684,Inbound Call,2024-09-22,13.5,,1,1,0,0.9,-0.76,Standard (5-15m),Negative
INT009685,TKT009685,Email,2024-09-11,2.5,6.0,0,1,1,,-0.97,Quick (0-5m),Negative
INT009686,TKT009686,Live Chat,2023-09-27,15.7,22.0,1,1,1,,0.16,Extended (15-30m),Neutral
INT009687,TKT009687,Live Chat,2023-02-09,26.9,15.0,1,0,1,,0.63,Extended (15-30m),Positive
INT009688,TKT009688,Live Chat,2022-03-17,10.6,4.0,0,0,0,,0.7,Standard (5-15m),Positive
INT009689,TKT009689,Email,2024-12-16,2.7,4.0,1,1,1,,0.93,Quick (0-5m),Positive
INT009690,TKT009690,Chatbot,2022-08-15,1.0,21.0,1,1,1,,0.05,Quick (0-5m),Neutral
INT009691,TKT009691,Live Chat,2024-06-24,8.3,21.0,0,1,0,,-0.58,Standard (5-15m),Negative
INT009692,TKT009692,Social Media,2024-05-16,1.6,8.0,0,0,1,,0.36,Quick (0-5m),Positive
INT009693,TKT009693,Chatbot,2022-03-16,4.9,11.0,1,0,0,,0.79,Quick (0-5m),Positive
INT009694,TKT009694,Inbound Call,2022-02-18,39.9,,1,0,1,8.4,-0.63,Long (30m+),Negative
INT009695,TKT009695,Live Chat,2022-07-10,13.2,23.0,1,1,1,,-0.3,Standard (5-15m),Negative
INT009696,TKT009696,Inbound Call,2023-08-10,34.8,,0,1,1,6.9,0.57,Long (30m+),Positive
INT009697,TKT009697,Inbound Call,2022-06-26,4.2,,0,1,1,9.2,-0.53,Quick (0-5m),Negative
INT009698,TKT009698,Live Chat,2023-11-16,21.9,18.0,0,0,1,,0.8,Extended (15-30m),Positive
INT009699,TKT009699,Live Chat,2024-05-16,25.9,16.0,0,1,1,,0.68,Extended (15-30m),Positive
INT009700,TKT009700,Email,2023-07-27,2.6,3.0,1,0,0,,0.01,Quick (0-5m),Neutral
INT009701,TKT009701,Email,2023-04-21,3.8,1.0,0,1,1,,1.0,Quick (0-5m),Positive
INT009702,TKT009702,Inbound Call,2024-11-28,33.2,,0,0,1,8.7,-0.41,Long (30m+),Negative
INT009703,TKT009703,Live Chat,2024-04-13,24.7,21.0,0,0,0,,0.86,Extended (15-30m),Positive
INT009704,TKT009704,Live Chat,2023-12-03,25.4,15.0,0,1,1,,-0.42,Extended (15-30m),Negative
INT009705,TKT009705,Live Chat,2022-11-28,10.1,9.0,1,0,1,,0.39,Standard (5-15m),Positive
INT009706,TKT009706,Live Chat,2022-08-12,5.5,11.0,0,0,1,,0.51,Standard (5-15m),Positive
INT009707,TKT009707,Email,2022-02-24,2.5,8.0,0,1,1,,0.3,Quick (0-5m),Neutral
INT009708,TKT009708,Chatbot,2023-04-25,5.3,11.0,1,1,0,,0.07,Standard (5-15m),Neutral
INT009709,TKT009709,Social Media,2023-05-15,1.0,3.0,0,0,1,,0.31,Quick (0-5m),Positive
INT009710,TKT009710,Social Media,2022-04-24,2.4,8.0,1,0,1,,-0.95,Quick (0-5m),Negative
INT009711,TKT009711,Live Chat,2023-01-04,7.9,7.0,0,1,0,,0.76,Standard (5-15m),Positive
INT009712,TKT009712,Live Chat,2024-04-07,18.5,4.0,1,1,0,,0.07,Extended (15-30m),Neutral
INT009713,TKT009713,Social Media,2023-03-16,2.0,2.0,0,0,1,,-0.03,Quick (0-5m),Neutral
INT009714,TKT009714,Live Chat,2024-03-01,11.6,6.0,0,0,1,,0.15,Standard (5-15m),Neutral
INT009715,TKT009715,Social Media,2022-08-17,2.2,6.0,0,0,1,,0.14,Quick (0-5m),Neutral
INT009716,TKT009716,Inbound Call,2024-09-05,8.9,,0,0,1,0.1,0.46,Standard (5-15m),Positive
INT009717,TKT009717,Outbound Call,2024-07-23,41.2,,0,0,1,10.0,-0.83,Long (30m+),Negative
INT009718,TKT009718,Live Chat,2022-08-01,27.8,10.0,0,1,1,,0.88,Extended (15-30m),Positive
INT009719,TKT009719,Live Chat,2023-03-20,17.3,15.0,0,0,1,,0.88,Extended (15-30m),Positive
INT009720,TKT009720,Chatbot,2023-09-14,4.5,5.0,1,1,0,,-0.97,Quick (0-5m),Negative
INT009721,TKT009721,Live Chat,2022-11-13,10.3,3.0,0,0,1,,0.05,Standard (5-15m),Neutral
INT009722,TKT009722,Email,2024-11-03,1.8,2.0,1,0,1,,0.47,Quick (0-5m),Positive
INT009723,TKT009723,Outbound Call,2022-11-08,26.2,,0,0,1,7.0,-0.44,Extended (15-30m),Negative
INT009724,TKT009724,Social Media,2023-12-16,13.9,1.0,0,0,1,,0.28,Standard (5-15m),Neutral
INT009725,TKT009725,Live Chat,2024-02-10,8.3,9.0,0,0,0,,0.31,Standard (5-15m),Positive
INT009726,TKT009726,Inbound Call,2023-05-14,44.0,,0,0,1,3.6,-0.57,Long (30m+),Negative
INT009727,TKT009727,Inbound Call,2022-11-11,10.6,,0,1,1,7.0,-0.58,Standard (5-15m),Negative
INT009728,TKT009728,Inbound Call,2024-03-05,33.4,,0,0,0,0.9,0.5,Long (30m+),Positive
INT009729,TKT009729,Live Chat,2024-07-17,23.9,21.0,0,0,1,,0.42,Extended (15-30m),Positive
INT009730,TKT009730,Live Chat,2022-07-09,23.9,13.0,0,1,1,,0.73,Extended (15-30m),Positive
INT009731,TKT009731,Inbound Call,2022-06-10,8.1,,0,1,1,4.4,0.77,Standard (5-15m),Positive
INT009732,TKT009732,Inbound Call,2023-07-15,43.1,,0,0,1,8.5,-0.68,Long (30m+),Negative
INT009733,TKT009733,Chatbot,2023-02-16,4.3,24.0,1,1,1,,0.61,Quick (0-5m),Positive
INT009734,TKT009734,Email,2024-09-13,2.4,7.0,0,1,1,,0.33,Quick (0-5m),Positive
INT009735,TKT009735,Live Chat,2024-03-10,13.7,8.0,0,1,1,,0.29,Standard (5-15m),Neutral
INT009736,TKT009736,Outbound Call,2022-03-10,21.6,,0,0,1,3.3,-0.46,Extended (15-30m),Negative
INT009737,TKT009737,Chatbot,2022-01-13,2.7,19.0,1,1,1,,0.66,Quick (0-5m),Positive
INT009738,TKT009738,Inbound Call,2024-01-16,6.2,,0,1,1,2.1,0.98,Standard (5-15m),Positive
INT009739,TKT009739,Inbound Call,2022-07-27,37.7,,1,1,0,5.4,-0.67,Long (30m+),Negative
INT009740,TKT009740,Inbound Call,2023-04-14,18.4,,0,1,1,6.4,0.48,Extended (15-30m),Positive
INT009741,TKT009741,Outbound Call,2024-08-05,31.7,,0,1,1,2.0,-0.24,Long (30m+),Neutral
INT009742,TKT009742,Email,2022-09-14,3.2,7.0,1,0,1,,-0.62,Quick (0-5m),Negative
INT009743,TKT009743,Outbound Call,2022-09-06,8.6,,1,0,1,7.7,-0.72,Standard (5-15m),Negative
INT009744,TKT009744,Social Media,2022-10-07,1.5,8.0,0,1,1,,-0.58,Quick (0-5m),Negative
INT009745,TKT009745,Live Chat,2022-02-20,13.2,17.0,0,0,0,,0.7,Standard (5-15m),Positive
INT009746,TKT009746,Social Media,2023-01-20,3.0,2.0,0,1,0,,0.1,Quick (0-5m),Neutral
INT009747,TKT009747,Chatbot,2023-06-23,4.7,14.0,1,1,1,,0.78,Quick (0-5m),Positive
INT009748,TKT009748,Outbound Call,2023-09-12,36.7,,0,0,0,8.9,0.82,Long (30m+),Positive
INT009749,TKT009749,Inbound Call,2023-03-04,37.7,,1,0,0,2.6,-0.7,Long (30m+),Negative
INT009750,TKT009750,Outbound Call,2024-12-31,10.8,,0,1,1,6.9,0.26,Standard (5-15m),Neutral
INT009751,TKT009751,Inbound Call,2024-07-06,37.3,,0,0,0,6.6,-0.9,Long (30m+),Negative
INT009752,TKT009752,Email,2022-07-28,4.0,5.0,0,1,1,,-0.45,Quick (0-5m),Negative
INT009753,TKT009753,Live Chat,2023-11-03,10.4,22.0,0,0,1,,-0.65,Standard (5-15m),Negative
INT009754,TKT009754,Social Media,2024-09-22,2.2,2.0,0,0,1,,0.68,Quick (0-5m),Positive
INT009755,TKT009755,Chatbot,2023-04-18,1.6,7.0,1,0,1,,-0.27,Quick (0-5m),Neutral
INT009756,TKT009756,Email,2023-05-02,2.6,7.0,0,0,1,,0.99,Quick (0-5m),Positive
INT009757,TKT009757,Social Media,2022-09-28,9.3,6.0,0,0,1,,-0.72,Standard (5-15m),Negative
INT009758,TKT009758,Email,2022-07-22,4.4,7.0,0,0,0,,-0.54,Quick (0-5m),Negative
INT009759,TKT009759,Inbound Call,2024-03-20,12.0,,0,0,1,9.2,0.29,Standard (5-15m),Neutral
INT009760,TKT009760,Inbound Call,2022-11-06,31.1,,0,0,1,5.9,0.94,Long (30m+),Positive
INT009761,TKT009761,Email,2023-10-22,4.9,8.0,0,0,1,,0.47,Quick (0-5m),Positive
INT009762,TKT009762,Inbound Call,2022-04-23,6.8,,0,0,1,8.5,-0.75,Standard (5-15m),Negative
INT009763,TKT009763,Chatbot,2022-02-18,7.1,9.0,1,0,1,,-0.17,Standard (5-15m),Neutral
INT009764,TKT009764,Live Chat,2022-12-22,13.6,19.0,1,1,0,,0.99,Standard (5-15m),Positive
INT009765,TKT009765,Chatbot,2022-04-20,8.5,14.0,1,1,1,,-0.86,Standard (5-15m),Negative
INT009766,TKT009766,Email,2022-04-09,3.4,4.0,0,1,1,,-0.43,Quick (0-5m),Negative
INT009767,TKT009767,Live Chat,2022-06-14,11.5,9.0,0,1,1,,-0.75,Standard (5-15m),Negative
INT009768,TKT009768,Live Chat,2022-04-24,17.9,5.0,0,1,0,,0.64,Extended (15-30m),Positive
INT009769,TKT009769,Outbound Call,2023-11-01,34.4,,1,1,0,3.0,0.67,Long (30m+),Positive
INT009770,TKT009770,Live Chat,2022-06-01,24.6,10.0,0,0,0,,-0.31,Extended (15-30m),Negative
INT009771,TKT009771,Chatbot,2022-05-25,5.1,17.0,1,1,1,,-0.33,Standard (5-15m),Negative
INT009772,TKT009772,Inbound Call,2024-07-30,8.7,,1,0,1,5.0,0.63,Standard (5-15m),Positive
INT009773,TKT009773,Live Chat,2023-06-13,5.6,18.0,0,0,1,,-0.68,Standard (5-15m),Negative
INT009774,TKT009774,Outbound Call,2024-11-19,29.0,,0,0,1,3.9,0.64,Extended (15-30m),Positive
INT009775,TKT009775,Live Chat,2022-10-13,13.1,8.0,1,0,0,,-0.81,Standard (5-15m),Negative
INT009776,TKT009776,Outbound Call,2023-04-19,42.9,,1,0,1,5.8,-0.41,Long (30m+),Negative
INT009777,TKT009777,Inbound Call,2022-04-07,41.2,,1,0,1,3.2,0.01,Long (30m+),Neutral
INT009778,TKT009778,Live Chat,2024-11-14,16.0,8.0,0,1,0,,-0.76,Extended (15-30m),Negative
INT009779,TKT009779,Outbound Call,2023-01-31,7.1,,0,1,1,8.2,-0.85,Standard (5-15m),Negative
INT009780,TKT009780,Inbound Call,2023-09-13,17.7,,0,0,1,5.2,-0.46,Extended (15-30m),Negative
INT009781,TKT009781,Social Media,2024-02-08,3.7,7.0,1,0,0,,0.17,Quick (0-5m),Neutral
INT009782,TKT009782,Social Media,2022-04-15,7.2,4.0,1,0,1,,0.63,Standard (5-15m),Positive
INT009783,TKT009783,Outbound Call,2024-04-09,22.0,,0,0,1,9.4,0.46,Extended (15-30m),Positive
INT009784,TKT009784,Live Chat,2022-09-19,18.9,3.0,1,0,1,,0.1,Extended (15-30m),Neutral
INT009785,TKT009785,Inbound Call,2023-03-23,42.2,,0,0,1,6.9,0.32,Long (30m+),Positive
INT009786,TKT009786,Live Chat,2022-05-06,17.5,9.0,0,0,0,,0.07,Extended (15-30m),Neutral
INT009787,TKT009787,Live Chat,2023-06-22,8.5,22.0,0,0,1,,0.08,Standard (5-15m),Neutral
INT009788,TKT009788,Social Media,2022-09-13,13.7,4.0,0,0,1,,-0.97,Standard (5-15m),Negative
INT009789,TKT009789,Inbound Call,2024-08-12,6.5,,0,0,1,6.3,-0.23,Standard (5-15m),Neutral
INT009790,TKT009790,Email,2023-05-17,1.3,5.0,0,0,0,,0.12,Quick (0-5m),Neutral
INT009791,TKT009791,Live Chat,2024-04-25,26.4,3.0,0,1,0,,0.19,Extended (15-30m),Neutral
INT009792,TKT009792,Live Chat,2023-10-12,10.3,17.0,0,1,0,,0.02,Standard (5-15m),Neutral
